행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,가임여성 수,유아인구,출산율,0대남자,10대남자,20대남자,30대남자,40대남자,50대남자,60대남자,70대남자,80대이상남자,0대여자,10대여자,20대여자,30대여자,40대여자,50대여자,60대여자,70대여자,80대이상여자
1132071000,45412,서울특별시,도봉구,방학제3동,25984,12551,13433,5105,162,0.317335945,766,1370,1453,1459,1758,2046,2204,1062,433,667,1142,1256,1374,1918,2411,2613,1151,901
1135056000,45412,서울특별시,노원구,월계1동,20449,10511,9938,4303,140,0.325354404,450,811,2078,1287,1417,1674,1507,893,394,397,730,1480,1037,1368,1641,1601,1063,621
1135057000,45412,서울특별시,노원구,월계2동,25440,12204,13236,5046,203,0.402298851,692,965,1404,1407,1868,2116,2027,1213,512,629,923,1316,1393,1833,2203,2473,1507,959
1135058000,45412,서울특별시,노원구,월계3동,28551,13638,14913,6107,294,0.48141477,885,968,1526,2137,2070,2166,2035,1280,571,795,852,1578,2086,2031,2379,2611,1580,1001
1135059500,45412,서울특별시,노원구,공릉1동,35981,17382,18599,8993,218,0.242410764,745,1262,3236,2483,2435,2685,2551,1393,592,704,1242,3414,2415,2435,2790,2961,1710,928
1135060000,45412,서울특별시,노원구,공릉2동,41446,20109,21337,10811,436,0.403292942,1467,2116,3330,2704,3149,3144,2446,1249,504,1358,2076,3514,2728,3396,3270,2795,1370,830
1135061100,45412,서울특별시,노원구,하계1동,26348,12646,13702,6163,120,0.194710368,432,1704,2485,1338,1427,2313,1810,768,369,409,1380,2163,1238,1808,2490,2114,1226,874
1135061200,45412,서울특별시,노원구,하계2동,21187,10071,11116,4960,139,0.280241935,649,1226,1326,1169,1557,1814,1412,596,322,536,1186,1242,1275,1823,2013,1563,870,608
1135061900,45412,서울특별시,노원구,중계본동,22929,11108,11821,5738,74,0.128964796,575,2110,1428,826,1802,2319,1349,464,235,543,2005,1449,853,2367,2332,1256,574,442
1135062100,45412,서울특별시,노원구,중계1동,26265,12803,13462,6759,84,0.124278739,894,2790,1432,815,2446,2524,1233,458,211,783,2409,1296,1040,3203,2420,1286,582,443
1135062400,45412,서울특별시,노원구,중계4동,19062,9133,9929,3913,85,0.217224636,423,1027,1185,922,1333,1786,1323,751,383,431,908,1073,883,1490,1833,1442,1162,707
1135062500,45412,서울특별시,노원구,중계2.3동,32244,14673,17571,6946,239,0.344082925,709,1300,1773,1896,2276,2596,2185,1268,670,761,1305,1818,1929,2433,2950,2824,2079,1472
1135063000,45412,서울특별시,노원구,상계1동,36681,17599,19082,7773,248,0.319053133,887,1461,2244,2196,2405,3137,3040,1555,674,861,1401,2271,2165,2574,3550,3446,1723,1091
1135064000,45412,서울특별시,노원구,상계2동,19049,9383,9666,4131,82,0.198499153,327,728,1488,1147,1229,1818,1571,760,315,336,795,1413,1024,1224,1901,1627,781,565
1135066500,45412,서울특별시,노원구,상계3.4동,27377,13595,13782,5146,175,0.340069957,729,1127,1613,1517,1931,2484,2318,1261,615,711,971,1449,1306,1874,2501,2396,1513,1061
1135067000,45412,서울특별시,노원구,상계5동,22894,11112,11782,4497,141,0.313542362,407,871,1480,1393,1452,2111,1868,1022,508,406,799,1369,1199,1457,2255,2073,1327,897
1135069500,45412,서울특별시,노원구,상계6.7동,31240,14388,16852,7715,357,0.462734932,924,1341,1887,2269,2157,2495,1916,957,442,885,1249,2104,2395,2569,3019,2508,1220,903
1135070000,45412,서울특별시,노원구,상계8동,21653,10304,11349,5790,502,0.86701209,930,862,1139,2367,1711,1452,1009,583,251,910,832,1163,2382,1825,1661,1336,738,502
1135071000,45412,서울특별시,노원구,상계9동,19511,9142,10369,4504,179,0.397424512,540,864,1199,1348,1333,1613,1263,688,294,472,825,1162,1313,1570,1912,1638,876,601
1135072000,45412,서울특별시,노원구,상계10동,18099,8309,9790,4572,229,0.500874891,587,743,1046,1354,1303,1408,1096,562,210,570,740,1201,1469,1482,1749,1489,641,449
1138051000,45412,서울특별시,은평구,녹번동,35962,16864,19098,8442,372,0.440653873,985,1035,2050,2740,2709,2773,2481,1367,724,1055,1070,2391,2892,2613,3049,2962,1923,1143
1138052000,45412,서울특별시,은평구,불광제1동,37554,17631,19923,8480,330,0.389150943,909,1242,2213,2654,2503,3029,2788,1446,847,870,1104,2536,2698,2668,3358,3291,2027,1371
1138053000,45412,서울특별시,은평구,불광제2동,26688,12845,13843,5755,121,0.210251955,376,748,1822,1960,1723,2222,2158,1226,610,387,676,1942,1822,1611,2428,2461,1577,939
1138055100,45412,서울특별시,은평구,갈현제1동,14336,6943,7393,3214,63,0.196017424,265,507,986,1062,945,1204,1081,609,284,181,434,1080,961,944,1312,1271,778,432
1138055200,45412,서울특별시,은평구,갈현제2동,27382,12930,14452,6435,144,0.223776224,536,1089,1801,1815,1974,2305,1857,1047,506,508,1054,2047,1757,2035,2641,2277,1369,764
1138056000,45412,서울특별시,은평구,구산동,31304,15136,16168,7031,149,0.211918646,647,1185,1934,1879,2239,2738,2515,1354,645,620,1251,2212,1918,2194,2890,2630,1516,937
1138057000,45412,서울특별시,은평구,대조동,27503,12685,14818,7800,180,0.230769231,491,662,2030,2505,1754,1973,1722,986,562,405,736,3075,2533,1758,2133,1984,1375,819
1138058000,45412,서울특별시,은평구,응암제1동,32599,15218,17381,8547,364,0.425880426,1117,1363,1788,2476,2627,2464,1880,972,531,1015,1273,2414,2719,2768,2633,2262,1449,848
1138059000,45412,서울특별시,은평구,응암제2동,27328,13209,14119,6753,400,0.592329335,1364,1376,1198,1899,2763,2013,1421,794,381,1301,1235,1218,2246,2767,2006,1716,1022,608
1138060000,45412,서울특별시,은평구,응암제3동,23388,11263,12125,4960,120,0.241935484,346,626,1582,1719,1559,1923,1852,1062,594,364,585,1668,1546,1440,1924,2086,1465,1047
1138062500,45412,서울특별시,은평구,역촌동,43624,20402,23222,10241,246,0.240210917,870,1517,2722,2901,3247,3509,3053,1746,837,878,1505,3010,3042,3375,3997,3751,2331,1333
1138063100,45412,서울특별시,은평구,신사제1동,26358,12630,13728,5987,177,0.295640555,608,890,1761,1894,1888,2114,1930,1056,489,553,860,1774,1848,1912,2376,2311,1329,765
1138063200,45412,서울특별시,은평구,신사제2동,18878,9331,9547,4099,135,0.329348622,444,709,1238,1341,1370,1574,1511,781,363,377,610,1164,1274,1326,1619,1662,943,572
1138064000,45412,서울특별시,은평구,증산동,17999,8737,9262,4102,155,0.377864456,530,658,1109,1259,1267,1519,1351,707,337,502,615,1177,1330,1259,1546,1470,859,504
1138065000,45412,서울특별시,은평구,수색동,20773,10059,10714,5053,356,0.704531961,869,739,1310,1778,1528,1744,1295,568,228,904,706,1290,1891,1478,1868,1383,702,492
1138069000,45412,서울특별시,은평구,진관동,53984,25022,28962,13977,341,0.24397224,1672,3566,2853,2546,4045,4493,3243,1764,840,1565,3391,3778,3518,4932,4670,3674,2116,1318
1141052000,45412,서울특별시,서대문구,천연동,16547,7805,8742,3782,158,0.417768377,509,616,914,1116,1126,1426,1203,559,336,499,626,994,1206,1241,1504,1230,782,660
1141055500,45412,서울특별시,서대문구,북아현동,15486,7409,8077,4011,229,0.570929943,675,484,820,1350,1301,1212,947,398,222,607,494,1106,1452,1206,1296,955,560,401
1141056500,45412,서울특별시,서대문구,충현동,19639,9451,10188,4994,140,0.280336404,516,621,1342,1657,1389,1557,1352,654,363,492,677,1593,1675,1369,1614,1429,770,569
1141058500,45412,서울특별시,서대문구,신촌동,20577,8739,11838,8799,146,0.165927946,228,410,3100,1842,892,944,686,378,259,225,581,5641,1805,947,996,738,502,403
1141061500,45412,서울특별시,서대문구,연희동,33975,16189,17786,9344,178,0.190496575,615,1019,3844,2655,2124,2300,1876,1078,678,629,1012,3798,2681,2276,2651,2212,1448,1079
1141062000,45412,서울특별시,서대문구,홍제제1동,24659,11522,13137,5772,235,0.407137907,685,849,1467,1722,1725,1986,1683,900,505,718,874,1599,1891,1820,2235,2025,1160,815
1141064000,45412,서울특별시,서대문구,홍제제3동,17632,8447,9185,3741,164,0.438385458,499,562,1119,1213,1143,1526,1243,711,431,477,540,1104,1215,1123,1580,1477,951,718
1141065500,45412,서울특별시,서대문구,홍제제2동,13162,6181,6981,2852,132,0.4628331,339,435,726,959,782,1127,1036,500,277,294,423,815,942,851,1303,1168,699,486
1141066000,45412,서울특별시,서대문구,홍은제1동,22130,10668,11462,4746,210,0.442477876,634,733,1297,1485,1582,1891,1693,920,433,594,749,1323,1476,1537,1987,1916,1038,842
1141068500,45412,서울특별시,서대문구,홍은제2동,28445,13609,14836,6626,210,0.316933293,710,1089,2034,2018,1956,2317,1940,1006,539,723,1101,2079,1945,2014,2490,2283,1309,892
1141069000,45412,서울특별시,서대문구,남가좌제1동,16688,7988,8700,4118,202,0.490529383,979,924,724,961,1714,1203,854,381,248,923,941,825,1247,1688,1216,905,575,380
1141070000,45412,서울특별시,서대문구,남가좌제2동,29055,13965,15090,7117,308,0.432766615,1164,1178,1960,1962,2327,2234,1687,957,496,1092,1233,2113,2063,2340,2308,1806,1292,843
1141071000,45412,서울특별시,서대문구,북가좌제1동,17501,8357,9144,4068,149,0.366273353,599,974,891,982,1400,1497,1120,584,310,518,926,945,1139,1545,1513,1281,775,502
1141072000,45412,서울특별시,서대문구,북가좌제2동,30505,14779,15726,6759,178,0.263352567,601,1089,2102,2162,2134,2517,2276,1276,622,543,1019,2153,1921,2116,2709,2581,1656,1028
1144055500,45412,서울특별시,마포구,아현동,28963,13464,15499,8115,520,0.640788663,1448,966,1318,2597,2558,2041,1584,625,327,1483,1100,1846,3212,2558,2199,1701,803,597
1144056500,45412,서울특별시,마포구,공덕동,36412,16938,19474,9847,301,0.305676856,958,1051,2329,3093,2495,2949,2395,1075,593,866,1037,3384,3375,2500,3199,2551,1489,1073
1144058500,45412,서울특별시,마포구,도화동,20655,9788,10867,5008,209,0.417332268,637,740,1205,1743,1425,1555,1407,677,399,603,691,1367,1806,1491,1778,1563,859,709
1144059000,45412,서울특별시,마포구,용강동,21290,10026,11264,5669,233,0.411007232,924,1071,902,1528,1996,1630,1126,523,326,919,1112,1084,1861,2242,1583,1197,717,549
1144060000,45412,서울특별시,마포구,대흥동,14418,7001,7417,4432,107,0.241425993,281,479,1625,1287,968,1034,767,339,221,259,401,2040,1179,969,1004,752,455,358
1144061000,45412,서울특별시,마포구,염리동,16896,8022,8874,4752,172,0.361952862,635,847,1065,1292,1508,1317,793,345,220,638,853,1328,1447,1591,1253,866,529,369
1144063000,45412,서울특별시,마포구,신수동,22172,10798,11374,5652,220,0.389242746,724,947,1727,1649,1625,1898,1240,625,363,692,863,1608,1724,1813,1945,1369,821,539
1144065500,45412,서울특별시,마포구,서강동,24667,11768,12899,6975,210,0.301075269,831,844,2239,1923,1851,1807,1296,617,360,750,843,2488,2125,1918,1971,1426,802,576
1144066000,45412,서울특별시,마포구,서교동,24054,11004,13050,8261,107,0.129524271,309,490,2497,2559,1623,1477,1045,627,377,340,524,3349,2784,1792,1653,1203,831,574
1144068000,45412,서울특별시,마포구,합정동,16148,7416,8732,4995,140,0.28028028,301,339,1278,1698,1175,997,874,480,274,299,371,1658,1886,1230,1198,1014,655,421
1144069000,45412,서울특별시,마포구,망원제1동,19021,8818,10203,5339,114,0.213523132,362,515,1355,1731,1381,1403,1127,628,316,362,525,1673,1882,1491,1484,1331,920,535
1144070000,45412,서울특별시,마포구,망원제2동,17742,8244,9498,4754,115,0.241901557,425,675,1092,1348,1350,1406,1022,600,326,363,687,1404,1510,1456,1500,1249,835,494
1144071000,45412,서울특별시,마포구,연남동,14196,6641,7555,4295,63,0.146682189,223,329,1261,1465,1030,924,772,384,253,226,332,1592,1473,1062,1028,865,572,405
1144072000,45412,서울특별시,마포구,성산제1동,18494,8590,9904,5255,98,0.186489058,332,584,1384,1556,1404,1456,1023,535,316,333,661,1626,1718,1518,1556,1231,788,473
1144073000,45412,서울특별시,마포구,성산제2동,38707,17151,21556,11637,341,0.29303085,880,1460,2471,3055,2554,2905,2114,1112,600,873,1428,4181,3799,2894,3099,2481,1711,1090
1144074000,45412,서울특별시,마포구,상암동,29614,13886,15728,8015,222,0.276980661,978,1837,1819,1642,2321,2544,1533,821,391,846,1808,2446,1906,2695,2520,1776,1049,682
1147051000,45412,서울특별시,양천구,목1동,30195,14499,15696,7712,167,0.216545643,1213,2482,1434,1164,2962,2640,1544,799,261,1206,2553,1455,1583,3528,2478,1678,773,442
1147052000,45412,서울특별시,양천구,목2동,28710,13864,14846,7428,223,0.300215401,661,1206,2017,2554,2054,2172,1947,935,318,605,1035,2202,2509,2177,2534,2210,1015,559
1147053000,45412,서울특별시,양천구,목3동,21180,10031,11149,5411,187,0.345592312,539,679,1479,1827,1431,1539,1538,717,282,514,562,1609,1940,1541,1866,1746,882,489
1147054000,45412,서울특별시,양천구,목4동,24314,11837,12477,5932,115,0.19386379,457,1554,1934,1393,1675,2412,1432,719,261,490,1407,1729,1347,2079,2469,1575,897,484
1147055000,45412,서울특별시,양천구,목5동,40574,20064,20510,10044,203,0.202110713,1583,3941,1973,1533,3783,3463,2258,1160,370,1389,3218,1889,1913,4773,3251,2443,1058,576
1147056000,45412,서울특별시,양천구,신월1동,19315,9927,9388,3636,107,0.294279428,337,594,1115,1378,1476,1785,1933,972,337,328,522,1105,1055,1204,1668,1883,1098,525
1147057000,45412,서울특별시,양천구,신월2동,20699,10101,10598,4567,171,0.374425224,653,826,1196,1364,1638,1617,1525,970,312,557,897,1162,1345,1577,1665,1874,1033,488
1147058000,45412,서울특별시,양천구,신월3동,14119,7408,6711,2692,117,0.4346211,334,460,869,979,1005,1405,1439,672,245,283,425,772,861,836,1125,1223,757,429
1147059000,45412,서울특별시,양천구,신월4동,17378,8440,8938,3683,151,0.409991854,539,789,1024,995,1420,1323,1333,758,259,524,743,893,1022,1382,1470,1540,886,478
1147060000,45412,서울특별시,양천구,신월5동,13910,6862,7048,3075,84,0.273170732,349,593,877,1015,1017,1142,1101,564,204,316,537,903,884,1008,1233,1213,606,348
1147061000,45412,서울특별시,양천구,신월6동,13834,6758,7076,3331,235,0.705493846,711,617,699,1057,1205,1028,849,448,144,645,650,691,1153,1144,1070,1005,480,238
1147061100,45412,서울특별시,양천구,신월7동,18504,9009,9495,3554,154,0.433314575,380,557,1056,1343,1260,1571,1620,888,334,361,500,1007,1147,1129,1639,1921,1076,715
1147062000,45412,서울특별시,양천구,신정1동,19623,9533,10090,4626,102,0.220492866,739,1506,1024,814,1766,1692,1148,619,225,734,1412,969,946,2078,1632,1260,677,382
1147063000,45412,서울특별시,양천구,신정2동,18647,9132,9515,4401,73,0.165871393,503,1514,1048,725,1570,1752,1225,557,238,492,1413,993,842,1887,1605,1252,645,386
1147064000,45412,서울특별시,양천구,신정3동,49165,23711,25454,11242,419,0.372709482,1496,2692,3021,2920,3658,4336,3262,1650,676,1500,2518,2939,2948,3988,4708,3715,2050,1088
1147065000,45412,서울특별시,양천구,신정4동,31678,15366,16312,7696,161,0.209199584,555,1003,2320,2560,2286,2521,2245,1340,536,531,954,2632,2285,2221,2698,2628,1638,725
1147067000,45412,서울특별시,양천구,신정6동,23952,11598,12354,5907,142,0.240392754,899,1805,1324,1134,2011,2043,1431,722,229,845,1722,1254,1334,2477,2162,1540,658,362
1147068000,45412,서울특별시,양천구,신정7동,28178,13494,14684,6123,186,0.30377266,817,1665,1494,1451,2147,2450,2049,1030,391,759,1582,1420,1473,2429,2495,2319,1337,870
1150051000,45412,서울특별시,강서구,염창동,41299,19847,21452,11515,577,0.501085541,1736,2220,2404,3346,3541,3034,2201,1018,347,1631,2118,2849,3935,3711,3147,2398,1093,570
1150052000,45412,서울특별시,강서구,등촌제1동,25018,11519,13499,8419,305,0.362275805,631,641,1825,3071,1803,1467,1183,573,325,597,496,2818,3640,1702,1626,1340,678,602
1150053000,45412,서울특별시,강서구,등촌제2동,19258,9376,9882,4713,162,0.343730108,499,788,1320,1640,1376,1364,1391,757,241,422,610,1364,1652,1378,1610,1606,818,422
1150053500,45412,서울특별시,강서구,등촌제3동,29268,13747,15521,6178,243,0.393331175,699,816,1561,2287,1786,2002,2616,1390,590,681,791,1633,2289,1821,2392,3018,1587,1309
1150054000,45412,서울특별시,강서구,화곡제1동,50499,24504,25995,13671,363,0.265525565,959,1115,3876,5408,3765,3506,3261,1915,699,954,1069,4936,4670,3475,3683,3949,2234,1025
1150055000,45412,서울특별시,강서구,화곡제2동,16966,8142,8824,4064,96,0.236220472,387,644,1138,1375,1346,1320,1077,620,235,399,609,1181,1197,1362,1495,1436,793,352
1150056000,45412,서울특별시,강서구,화곡제3동,21004,9991,11013,5124,148,0.288836846,503,831,1329,1478,1493,1484,1579,971,323,451,735,1619,1555,1557,1687,1820,1061,528
1150057000,45412,서울특별시,강서구,화곡제4동,19585,9617,9968,4282,134,0.312937879,428,641,1222,1538,1561,1568,1481,857,321,359,562,1197,1354,1429,1706,1789,1038,534
1150059000,45412,서울특별시,강서구,화곡본동,32823,15870,16953,8810,189,0.214528944,713,1136,2466,3197,2574,2335,2001,1072,376,655,1011,2953,2908,2426,2498,2493,1340,669
1150059100,45412,서울특별시,강서구,화곡제6동,25975,12418,13557,7122,238,0.334175793,712,758,1847,2519,1864,1772,1729,901,316,712,634,2483,2599,1683,1903,2041,995,507
1150059300,45412,서울특별시,강서구,화곡제8동,23187,11175,12012,5561,141,0.25355152,432,701,1673,1955,1832,1695,1529,972,386,425,682,1824,1712,1670,1910,2029,1213,547
1150060300,45412,서울특별시,강서구,가양제1동,33686,15111,18575,12527,263,0.209946516,671,847,2560,4176,2194,2004,1724,687,248,636,800,5132,4738,2221,2078,1871,693,406
1150060400,45412,서울특별시,강서구,가양제2동,13385,6283,7102,2579,75,0.290810392,213,201,581,1076,682,782,1499,916,333,196,178,721,1099,681,822,1655,1014,736
1150060500,45412,서울특별시,강서구,가양제3동,14027,6444,7583,3114,207,0.664739884,307,208,564,1390,935,902,1135,734,269,302,183,678,1469,859,934,1507,1018,633
1150061100,45412,서울특별시,강서구,발산제1동,35468,16735,18733,8742,293,0.335163578,1146,2379,2075,1802,2937,2942,1963,1061,430,1084,2450,2166,1972,3351,3164,2459,1341,746
1150061500,45412,서울특별시,강서구,우장산동,43615,20816,22799,11203,324,0.289208248,1491,2656,2370,2520,3734,3584,2531,1420,510,1537,2754,2811,2636,4338,3621,2803,1648,651
1150062000,45412,서울특별시,강서구,공항동,29396,14860,14536,6975,292,0.418637993,1331,1183,1859,2538,2773,2116,1781,885,394,1361,1119,1772,2306,2409,2000,1930,1071,568
1150063000,45412,서울특별시,강서구,방화제1동,41742,20368,21374,9749,402,0.412349985,1482,2138,2215,2840,3487,3255,2868,1537,546,1483,2148,2265,2970,3491,3230,3230,1658,899
1150064000,45412,서울특별시,강서구,방화제2동,22610,11177,11433,5058,176,0.347963622,512,650,1427,2015,1589,1767,1785,1005,427,442,584,1583,1785,1392,1632,2005,1223,787
1150064100,45412,서울특별시,강서구,방화제3동,21868,10551,11317,4491,243,0.541082164,504,688,1021,1689,1611,1621,1803,1132,482,510,646,954,1618,1579,1617,2130,1348,915
1153051000,45412,서울특별시,구로구,신도림동,36089,17374,18715,9579,470,0.490656645,1531,1769,1907,2761,3131,2661,2049,1166,399,1400,1794,2308,3135,3326,2763,2173,1229,587
1153052000,45412,서울특별시,구로구,구로제1동,20476,9973,10503,5235,302,0.576886342,768,983,1145,1799,1724,1451,1269,631,203,759,896,1236,1795,1763,1571,1546,608,329
1153053000,45412,서울특별시,구로구,구로제2동,22363,11224,11139,4101,104,0.253596684,314,585,1434,1488,1461,2175,2062,1110,595,307,559,1373,1204,1224,2043,2115,1486,828
1153054000,45412,서울특별시,구로구,구로제3동,23208,11976,11232,6177,175,0.28330905,482,662,2131,2621,2006,1725,1276,749,324,452,649,2173,1982,1692,1446,1412,932,494
1153055000,45412,서울특별시,구로구,구로제4동,18496,8901,9595,3948,116,0.293819656,304,437,1141,1417,1211,1524,1428,982,457,256,435,1294,1320,1087,1576,1703,1204,720
1153056000,45412,서울특별시,구로구,구로제5동,29134,14158,14976,7851,316,0.402496497,794,699,2084,2907,2012,2202,1921,1062,477,705,692,2812,2779,1879,2156,2060,1238,655
1153059500,45412,서울특별시,구로구,가리봉동,8749,4808,3941,1737,29,0.166954519,93,124,804,936,500,911,862,419,159,81,100,789,534,362,642,714,453,266
1153072000,45412,서울특별시,구로구,고척제1동,26585,13276,13309,6378,390,0.611476952,877,944,1678,2654,1906,1982,1816,1049,370,810,893,1609,2547,1717,2049,1952,1121,611
1153073000,45412,서울특별시,구로구,고척제2동,25651,12618,13033,5256,180,0.342465753,632,1038,1537,1535,1758,2332,2085,1172,529,597,981,1492,1448,1783,2386,2167,1388,791
1153074000,45412,서울특별시,구로구,개봉제1동,32884,16277,16607,7083,393,0.55484964,973,1095,1940,2549,2324,2692,2629,1476,599,925,1024,1908,2464,2202,2748,2778,1685,873
1153075000,45412,서울특별시,구로구,개봉제2동,29590,14305,15285,6256,271,0.433184143,817,1012,1565,1947,2209,2297,2323,1523,612,780,992,1633,1941,2125,2468,2800,1752,794
1153076000,45412,서울특별시,구로구,개봉제3동,19425,9425,10000,3853,120,0.311445627,408,641,1099,1274,1426,1630,1589,984,374,421,622,1010,1156,1348,1772,2002,1113,556
1153077000,45412,서울특별시,구로구,오류제1동,22600,10754,11846,6412,206,0.321272614,491,510,1619,2323,1517,1533,1473,904,384,450,571,2407,2237,1443,1497,1609,1009,623
1153078000,45412,서울특별시,구로구,오류제2동,36791,17532,19259,8146,294,0.360913332,1030,1967,2022,2132,2876,2854,2391,1552,708,977,1899,2055,2269,2972,3119,2949,1968,1051
1153079000,45412,서울특별시,구로구,수궁동,22603,11049,11554,4740,181,0.38185654,534,979,1342,1454,1685,1786,1869,1004,396,536,823,1216,1422,1658,1985,2105,1193,616
1153080000,45412,서울특별시,구로구,항동,16308,7888,8420,4229,259,0.612437929,1190,790,673,1281,1749,887,751,447,120,1179,745,697,1631,1591,979,967,424,207
1154551000,45412,서울특별시,금천구,가산동,25041,13488,11553,7864,122,0.155137335,284,290,3241,4051,1734,1609,1408,635,236,275,305,3852,2745,1095,1126,1190,652,313
1154561000,45412,서울특별시,금천구,독산제1동,46745,23725,23020,12774,575,0.450133083,1397,1208,3816,5660,3643,3246,2890,1297,568,1395,1163,4523,4707,2979,3123,2795,1499,836
1154562000,45412,서울특별시,금천구,독산제2동,17661,8908,8753,3497,103,0.294538176,341,531,1149,1389,1121,1641,1662,773,301,316,466,1123,1120,1009,1701,1675,902,441
1154563000,45412,서울특별시,금천구,독산제3동,23431,11776,11655,4960,140,0.282258065,367,538,1692,2079,1501,2020,2126,1021,432,379,526,1776,1658,1220,2140,2205,1124,627
1154564000,45412,서울특별시,금천구,독산제4동,14437,7232,7205,2894,77,0.266067726,238,367,942,1070,896,1430,1387,659,243,208,419,929,922,796,1416,1406,765,344
1154567000,45412,서울특별시,금천구,시흥제1동,31912,15825,16087,6974,235,0.336965873,673,1067,2131,2497,2259,2724,2539,1332,603,656,919,2127,2310,2049,2722,2759,1602,943
1154568000,45412,서울특별시,금천구,시흥제2동,20396,9764,10632,4150,168,0.404819277,588,907,1084,1103,1407,1722,1682,893,378,552,1025,988,1107,1533,1907,1910,974,636
1154569000,45412,서울특별시,금천구,시흥제3동,10228,5055,5173,1922,58,0.301768991,192,311,607,715,649,891,914,568,208,184,303,564,605,590,950,1063,576,338
1154570000,45412,서울특별시,금천구,시흥제4동,19139,9458,9681,3665,98,0.26739427,340,638,1133,1241,1211,1706,1843,970,376,368,624,1060,1065,1196,1845,1918,1058,547
1154571000,45412,서울특별시,금천구,시흥제5동,17965,8953,9012,3281,104,0.316976532,341,588,1037,1156,1177,1700,1675,846,433,335,556,966,931,1064,1599,1634,1195,732
1156051500,45412,서울특별시,영등포구,영등포본동,20742,10594,10148,4431,191,0.431053938,563,566,1405,1731,1477,1792,1776,891,393,559,507,1320,1541,1306,1702,1621,996,596
1156053500,45412,서울특별시,영등포구,영등포동,30936,15736,15200,10861,230,0.211766872,511,427,3188,4712,1986,2036,1787,764,325,527,393,4900,4175,1581,1324,1183,676,441
1156054000,45412,서울특별시,영등포구,여의동,33642,15797,17845,8226,326,0.396304401,1180,1469,1661,2282,2528,2555,2081,1274,767,1132,1473,1964,2714,2843,2795,2329,1477,1118
1156055000,45412,서울특별시,영등포구,당산제1동,21148,10193,10955,6146,224,0.364464692,482,469,1502,2593,1389,1467,1253,697,341,473,437,2155,2459,1304,1423,1386,822,496
1156056000,45412,서울특별시,영등포구,당산제2동,36646,17108,19538,11621,397,0.341622924,1216,1140,2642,3858,2602,2240,1915,1032,463,1100,1165,4062,4346,2630,2418,1999,1127,691
1156058500,45412,서울특별시,영등포구,도림동,17587,8879,8708,4175,184,0.440718563,410,412,1224,1735,1257,1544,1293,698,306,393,380,1318,1551,1106,1355,1268,808,529
1156060500,45412,서울특별시,영등포구,문래동,32082,15605,16477,8405,461,0.548483046,1429,1552,1646,2601,2972,2274,1640,1011,480,1348,1440,1856,2913,2970,2269,1849,1132,700
1156061000,45412,서울특별시,영등포구,양평제1동,18193,8713,9480,5745,253,0.440382942,591,504,1180,2247,1527,1140,814,467,243,532,481,1821,2271,1400,1031,938,627,379
1156062000,45412,서울특별시,영등포구,양평제2동,22770,11054,11716,6934,360,0.519180848,716,722,1654,2759,1660,1563,1219,524,237,760,631,2154,2796,1642,1514,1179,635,405
1156063000,45412,서울특별시,영등포구,신길제1동,19266,9732,9534,4768,137,0.287332215,325,438,1673,2024,1334,1535,1344,679,380,371,426,1912,1586,1033,1387,1360,855,604
1156065000,45412,서울특별시,영등포구,신길제3동,15958,7857,8101,3407,164,0.481361902,485,520,936,1221,1208,1330,1227,653,277,500,516,937,1134,1086,1315,1382,760,471
1156066000,45412,서울특별시,영등포구,신길제4동,12102,5975,6127,2576,140,0.543478261,380,423,686,946,921,992,951,461,215,360,365,668,876,864,984,1076,579,355
1156067000,45412,서울특별시,영등포구,신길제5동,9826,4760,5066,2061,95,0.460941291,327,353,502,661,744,810,773,423,167,304,361,534,638,715,820,894,513,287
1156068000,45412,서울특별시,영등포구,신길제6동,17615,8620,8995,4302,175,0.406787541,483,601,1282,1480,1192,1332,1263,687,300,415,488,1427,1498,1129,1379,1379,802,478
1156069000,45412,서울특별시,영등포구,신길제7동,19698,9778,9920,4853,277,0.57078096,947,963,1180,1652,1709,1394,1143,537,253,890,845,1151,1664,1659,1526,1209,615,361
1156070000,45412,서울특별시,영등포구,대림제1동,13710,6789,6921,2724,112,0.411160059,352,420,890,987,962,1112,1080,640,346,311,329,903,820,824,1234,1185,843,472
1156071000,45412,서울특별시,영등포구,대림제2동,11690,5697,5993,2570,55,0.214007782,168,235,875,988,733,979,844,563,312,155,244,907,864,650,956,1016,787,414
1156072000,45412,서울특별시,영등포구,대림제3동,21479,10713,10766,4314,212,0.491423273,452,596,1412,1708,1373,1860,1900,970,442,473,573,1288,1445,1259,1968,1978,1113,669
1159051000,45412,서울특별시,동작구,노량진제1동,32400,16447,15953,7741,277,0.357834905,776,928,3172,3347,2162,2295,2071,1142,554,729,876,2818,2566,1881,2282,2374,1427,1000
1159052000,45412,서울특별시,동작구,노량진제2동,9427,4980,4447,2115,27,0.127659574,74,167,972,1043,623,725,764,406,206,90,157,873,715,433,623,774,506,276
1159053000,45412,서울특별시,동작구,상도제1동,44315,21516,22799,11709,331,0.28268853,1053,1612,5426,2910,2695,3125,2532,1440,723,1022,1633,4957,2827,2951,3435,2978,1862,1134
1159054000,45412,서울특별시,동작구,상도제2동,27439,13058,14381,7156,331,0.46254891,1062,1060,1793,2081,2204,1977,1549,897,435,1014,957,2167,2307,2232,2143,1837,1053,671
